respondent_id,persona_label,Q1_age,Q2_gender,Q3_state,Q4_location,Q5_income,Q6_edu_level,Q7_stream,Q8_board,Q9_academic_perf,Q10_career_clarity,Q11_challenges,Q12_past_guidance,Q13_guidance_satisfaction,Q14_decision_urgency,Q15_subject_interests,Q16_career_domain,Q17_learning_style,Q18_top_skills,Q19_influencers,Q20_who_pays,Q21_career_factors,Q22_past_spending,Q23_info_sources,Q24_missing_gap,Q25_psych_fear_wrong_choice,Q25_psych_prefer_independent,Q25_psych_financial_over_passion,Q25_psych_risk_tolerance,Q25_psych_long_term_thinking,Q26_feature_prefs,Q27_tradeoff_wtp,Q28_monthly_wtp,Q29_onetime_wtp,Q30_primary_source,Q31_platform_adoption,wtp_monthly_numeric,urgency_score,income_numeric,clarity_score,psycho_composite
R0356,Anxious Achiever,21-23,Female,Madhya Pradesh,Tier-3 city,Rs5-10L,Class 12,Science PCB,Other,80-90%,Somewhat confused,Dont know my strengths|Unaware of emerging careers,Family/friends only,NA,Within 3 months,Government Policy|Medicine Healthcare,Education and Research|Medicine and Healthcare,Peer discussions,Communication public speaking|Creative thinking design|Mathematical ability,Extended family|Friends / peers,I decide and pay myself,Personal passion,Coaching classes (JEE NEET etc)|Test prep apps / subscriptions,Career apps / websites|Google / web search,Open text response,4,3,3,2,4,Peer community forums|Psychometric tests|Salary and job demand dashboard,3mo platform access,Nothing - free only,Yes up to Rs999,Family / relatives,Neutral,0,1,750000.0,4,3.2
R0357,Curious Explorer,24 or above,Female,Maharashtra,Tier-3 city,Rs2-5L,Class 11,Science PCM,State Board,Above 90%,Mostly clear,No access to mentors|Too many options,Online platform,2 - Dissatisfied,More than 2 years,Mathematics Statistics|Science Physics Chemistry Biology,Education and Research,Peer discussions,Communication public speaking|Mathematical ability|Research writing,Friends / peers|Parents / guardians,I decide and pay myself,Location flexibility|Social status / prestige,Nothing - never paid|Study materials / books,Coaching institutes|Google / web search,Open text response,2,4,4,3,3,College and exam recommender|Personalised roadmap|Psychometric tests,3mo platform access,Rs300-499/mo,No - would not pay,Family / relatives,Definitely would use,400,5,350000.0,2,3.2
R0358,Curious Explorer,18-20,Male,Delhi,Metro city,Rs5-10L,Class 12,Science PCB,CBSE,80-90%,Just exploring,Too many options|Unaware of emerging careers,Never received guidance,1 - Very dissatisfied,1-2 years,Government Policy|Medicine Healthcare|Science Physics Chemistry Biology,Business Finance Entrepreneurship|Creative Arts Media Design,Hands-on projects,Mathematical ability|Technical coding skills,Teachers / counsellors,Parents decide and pay,Location flexibility|Scope for growth|Work-life balance,Test prep apps / subscriptions,Coaching institutes|YouTube,Open text response,3,4,4,4,2,College and exam recommender|Psychometric tests|Scholarship finder,Exam study plan,Rs100-299/mo,Yes above Rs999,YouTube,Neutral,200,4,750000.0,3,3.4
R0359,Anxious Achiever,15-17,Male,Tamil Nadu,Metro city,Rs5-10L,Class 10,Science PCM,State Board,70-80%,Completely clear,Dont know my strengths,School counsellor (free),5 - Very satisfied,3-6 months,Mathematics Statistics|Science Physics Chemistry Biology,Creative Arts Media Design|Emerging fields|Technology and Engineering,Watching videos,Communication public speaking|Research writing,Parents / guardians|Teachers / counsellors,Parents decide and pay,Help society|Work-life balance,Nothing - never paid,Coaching institutes|Teachers / school,Open text response,5,3,4,3,5,College and exam recommender|Personalised roadmap,Exam study plan,Above Rs1000/mo,Yes up to Rs199,Google / web search,Likely would use,1200,2,750000.0,1,4.0
R0360,Focused Climber,21-23,Male,Haryana,Tier-2 city,Rs5-10L,UG 1st year,Science PCM,ICSE / ISC,80-90%,Completely clear,Dont know exams needed|Unaware of emerging careers,Family/friends only,3 - Neutral,3-6 months,Medicine Healthcare|Science Physics Chemistry Biology|Technology Computers AI,Business Finance Entrepreneurship|Education and Research|Technology and Engineering,Hands-on projects|Reading articles/books,Analytical logical thinking|Leadership teamwork,Myself - independent|Teachers / counsellors,I decide and pay myself,Location flexibility,Nothing - never paid|Study materials / books,Google / web search|YouTube,Open text response,3,3,3,4,5,Peer community forums|Psychometric tests|Salary and job demand dashboard,1-on-1 professional session,Rs300-499/mo,Yes up to Rs499,Google / web search,Likely would use,400,2,750000.0,1,3.6
R0361,Pragmatic Follower,21-23,Male,Karnataka,Rural / Village,Rs10-20L,Class 12,Science PCM,State Board,60-70%,Mostly clear,Unaware of emerging careers,Family/friends only,4 - Satisfied,6-12 months,Mathematics Statistics|Science Physics Chemistry Biology|Technology Computers AI,Defence and Public Service|Technology and Engineering,Hands-on projects|Reading articles/books,Creative thinking design,Myself - independent|Parents / guardians,I decide and pay myself,Personal passion|Scope for growth,Test prep apps / subscriptions,I dont search - feel lost,Open text response,3,3,5,3,4,College and exam recommender|Psychometric tests,Exam study plan,Up to Rs99/mo,Yes up to Rs199,Family / relatives,Likely would use,70,3,1500000.0,2,3.6
R0362,Confused Drifter,15-17,Female,Rajasthan,Tier-2 city,Below Rs2L,Class 10,Arts / Humanities,State Board,60-70%,Very confused,Financial constraints|Unaware of emerging careers,Family/friends only,3 - Neutral,1-2 years,Design Art Media|Law Social Sciences,Business Finance Entrepreneurship|Emerging fields|Law and Civil Services,Gamified learning,Empathy interpersonal skills|Leadership teamwork|Technical coding skills,No one - still figuring out|Parents / guardians,Joint decision,High earning potential|Job security and stability,Nothing - never paid|Study materials / books,Coaching institutes,Open text response,3,2,3,3,2,Peer community forums|Salary and job demand dashboard,Would not spend Rs499,Nothing - free only,Yes up to Rs199,Coaching institute,Definitely would NOT use,0,4,100000.0,5,2.6
R0363,Confused Drifter,15-17,Male,Kerala,Tier-2 city,Above Rs20L,Class 10,Science PCM,State Board,70-80%,Somewhat confused,Fear of wrong choice,Family/friends only,NA,6-12 months,Mathematics Statistics|Technology Computers AI,Technology and Engineering,Hands-on projects|Peer discussions,Leadership teamwork|Mathematical ability,Extended family|Myself - independent,I decide - parents pay,Location flexibility|Social status / prestige|Work-life balance,Nothing - never paid|Online courses / certifications,Coaching institutes,Open text response,4,3,2,3,3,AI chatbot 24/7|Personalised roadmap|Scholarship finder,3mo platform access,Rs100-299/mo,No - would not pay,School teacher/counsellor,Definitely would use,200,3,2500000.0,4,3.0
R0364,Confused Drifter,18-20,Female,Rajasthan,Rural / Village,Rs2-5L,UG 1st year,Science PCM,Other,Below 60%,Very confused,Family pressure,Private counsellor (paid),1 - Very dissatisfied,Within 3 months,Business Finance Economics,Emerging fields|Technology and Engineering,Hands-on projects|Reading articles/books,Mathematical ability|Research writing,Myself - independent|No one - still figuring out,Not sure,Help society|Scope for growth,Coaching classes (JEE NEET etc),Parents / family,Open text response,5,2,3,3,3,AI chatbot 24/7|College and exam recommender|Peer community forums,Would not spend Rs499,Rs100-299/mo,Yes up to Rs499,YouTube,Definitely would use,200,1,350000.0,5,3.2
R0365,Focused Climber,21-23,Male,Punjab,Tier-2 city,,UG 1st year,Commerce without Maths,IB,80-90%,Mostly clear,Fear of wrong choice,Online platform,2 - Dissatisfied,6-12 months,Business Finance Economics|Design Art Media|Government Policy,Business Finance Entrepreneurship|Sports Fitness Wellness,Gamified learning|Hands-on projects,Mathematical ability,No one - still figuring out|Parents / guardians,Parents decide and pay,Help society|Location flexibility,Coaching classes (JEE NEET etc),I dont search - feel lost|Teachers / school|YouTube,Open text response,2,3,4,4,5,Peer community forums|Salary and job demand dashboard,1-on-1 professional session,Up to Rs99/mo,Yes up to Rs499,School teacher/counsellor,Definitely would use,70,3,,2,3.6
R0366,Anxious Achiever,24 or above,Male,Tamil Nadu,Tier-3 city,Above Rs20L,Class 12,Science PCM,CBSE,70-80%,Somewhat confused,Dont know exams needed|Unaware of emerging careers,Family/friends only,2 - Dissatisfied,Within 3 months,Business Finance Economics|Law Social Sciences|Mathematics Statistics,Law and Civil Services|Medicine and Healthcare,Peer discussions,Leadership teamwork|Mathematical ability|Technical coding skills,Teachers / counsellors,Joint decision,High earning potential,Study materials / books,Social media|YouTube,Open text response,4,4,5,2,3,AI chatbot 24/7|Scholarship finder,Detailed career report,Up to Rs99/mo,Yes up to Rs199,YouTube,Definitely would use,70,1,2500000.0,4,3.6
R0367,Curious Explorer,Under 15,Female,Andhra Pradesh,Metro city,,Class 9 or below,Science PCB,ICSE / ISC,70-80%,Just exploring,Dont know my strengths|Too many options,Private counsellor (paid),3 - Neutral,3-6 months,Technology Computers AI,Emerging fields|Medicine and Healthcare|Technology and Engineering,Hands-on projects|Live classes,Leadership teamwork|Technical coding skills,Parents / guardians,Parents decide and pay,Help society|Location flexibility,Test prep apps / subscriptions,Social media|Teachers / school,Open text response,4,4,3,5,4,1-on-1 mentorship|Peer community forums|Personalised roadmap,Would not spend Rs499,Rs100-299/mo,No - would not pay,YouTube,Likely would use,200,2,,3,4.0
R0368,Focused Climber,24 or above,Male,Telangana,Metro city,,UG 1st year,Science PCB,ICSE / ISC,80-90%,Somewhat confused,Fear of wrong choice|Unaware of emerging careers,Private counsellor (paid),3 - Neutral,Within 3 months,Literature Languages|Science Physics Chemistry Biology|Technology Computers AI,Business Finance Entrepreneurship|Medicine and Healthcare|Social Work Development,Gamified learning|Peer discussions|Watching videos,Creative thinking design|Empathy interpersonal skills|Technical coding skills,Extended family,Parents decide and pay,Job security and stability|Location flexibility,Online courses / certifications,Social media,Open text response,3,3,3,3,5,AI chatbot 24/7|Psychometric tests|Scholarship finder,1-on-1 professional session,Rs300-499/mo,Yes up to Rs499,YouTube,Definitely would use,400,1,,4,3.4
R0369,Anxious Achiever,15-17,Female,Madhya Pradesh,Rural / Village,Rs10-20L,Class 12,Commerce without Maths,State Board,70-80%,Just exploring,Fear of wrong choice|Too many options,School counsellor (free),5 - Very satisfied,6-12 months,Literature Languages,Social Work Development|Technology and Engineering,Hands-on projects|Peer discussions|Watching videos,Creative thinking design|Empathy interpersonal skills,Myself - independent|No one - still figuring out,I decide - parents pay,Location flexibility|Scope for growth,Online courses / certifications,Google / web search,Open text response,5,4,4,2,4,AI chatbot 24/7|Personalised roadmap,Would not spend Rs499,Up to Rs99/mo,Yes up to Rs499,YouTube,Likely would use,70,3,1500000.0,3,3.8
R0370,Curious Explorer,18-20,Female,Maharashtra,Rural / Village,Rs2-5L,Class 12,Science PCM,State Board,80-90%,Just exploring,Dont know my strengths|Financial constraints,Online platform,2 - Dissatisfied,Within 3 months,Business Finance Economics|Mathematics Statistics,Education and Research,Peer discussions,Creative thinking design|Research writing,No one - still figuring out|Teachers / counsellors,Joint decision,High earning potential|Location flexibility,Coaching classes (JEE NEET etc),Career apps / websites|I dont search - feel lost|YouTube,Open text response,2,3,3,4,4,AI chatbot 24/7|College and exam recommender,3mo platform access,Rs100-299/mo,No - would not pay,Google / web search,Definitely would use,200,1,350000.0,3,3.2
R0371,Curious Explorer,Under 15,Female,Madhya Pradesh,Metro city,Below Rs2L,Class 12,Not decided,IB,60-70%,Very confused,Financial constraints,Family/friends only,4 - Satisfied,Within 3 months,Business Finance Economics|Government Policy|Law Social Sciences,Creative Arts Media Design|Social Work Development|Technology and Engineering,Hands-on projects|Reading articles/books,Analytical logical thinking|Research writing,Teachers / counsellors,I decide - parents pay,Help society,Nothing - never paid,Career apps / websites|Coaching institutes|Teachers / school,Open text response,2,4,3,4,3,College and exam recommender,3mo platform access,Nothing - free only,No - would not pay,Online career platform,Likely would use,0,1,100000.0,5,3.2
R0372,Confused Drifter,Under 15,Male,Jharkhand,Tier-3 city,Rs5-10L,UG 1st year,Arts / Humanities,State Board,80-90%,Very confused,Dont know my strengths|Too many options,Private counsellor (paid),2 - Dissatisfied,More than 2 years,Government Policy|Literature Languages|Medicine Healthcare,Education and Research|Law and Civil Services,Reading articles/books,Communication public speaking|Not sure yet,Myself - independent,I decide and pay myself,Location flexibility|Scope for growth|Work-life balance,Online courses / certifications|Private career counsellor session,Google / web search,Open text response,5,2,4,2,1,1-on-1 mentorship|AI chatbot 24/7|Peer community forums,Exam study plan,Nothing - free only,No - would not pay,Family / relatives,Unlikely to use,0,5,750000.0,5,2.8
R0373,Anxious Achiever,15-17,Male,Chhattisgarh,Rural / Village,Rs10-20L,UG 1st year,Vocational / Diploma,State Board,80-90%,Somewhat confused,Fear of wrong choice,Family/friends only,2 - Dissatisfied,6-12 months,Literature Languages|Mathematics Statistics|Science Physics Chemistry Biology,Emerging fields|Sports Fitness Wellness,Hands-on projects|Peer discussions|Reading articles/books,Leadership teamwork|Technical coding skills,Teachers / counsellors,I decide and pay myself,High earning potential|Location flexibility,Private career counsellor session,Coaching institutes,Open text response,5,4,4,2,4,1-on-1 mentorship|Peer community forums,Exam study plan,Rs100-299/mo,Yes up to Rs499,YouTube,Likely would use,200,3,1500000.0,4,3.8
R0374,Anxious Achiever,18-20,Male,Haryana,Metro city,Rs10-20L,UG 1st year,Science PCM,ICSE / ISC,60-70%,Somewhat confused,Dont know my strengths|Too many options,Online platform,2 - Dissatisfied,Within 3 months,Design Art Media|Technology Computers AI,Education and Research|Medicine and Healthcare,Hands-on projects,Analytical logical thinking|Leadership teamwork|Not sure yet,Myself - independent|Parents / guardians,I decide - parents pay,Help society|Job security and stability|Work-life balance,Study materials / books,Career apps / websites|Parents / family|Teachers / school,Open text response,5,2,4,3,4,1-on-1 mentorship|College and exam recommender|Scholarship finder,Detailed career report,Rs500-999/mo,Yes up to Rs999,Social media,Definitely would use,750,1,1500000.0,4,3.6
